DAY,O3,CO,NO,NO2,SO2,T_mean,T_max,T_min,RH_mean,RH_max,RH_min,Prs_mean,Prs_max,Prs_min,Ac_R,WS_mean,DWD,WG
29-Jul-18,49,0.33,17,42,2,26.5,32.3,20.8,67.7,88,50,1008.5,1009.6,1007.3,25.4,2.7,NE,38.6
30-Jul-18,43,0.44,21,45,2,28.6,33.9,23.4,62.5,81,43,1008.6,1009.8,1007.1,0,2.9,NNE,24.1
31-Jul-18,40,0.52,29,48,2,28.3,33.8,25.3,65.7,82,45,1009.7,1011.2,1008.5,7.4,2.5,NE,27.4
1-Aug-18,34,0.54,35,49,2,29.2,33.5,23.8,62.5,83,48,1012,1013.1,1010.8,0,2.5,NNE,19.3
2-Aug-18,33,0.56,32,47,2,29.8,33.6,25.4,58.2,71,47,1012.3,1013.3,1010.9,0,4.9,NE,30.6
3-Aug-18,45,0.55,30,47,2,29.5,33.3,26.9,49.6,68,35,1011.2,1012.1,1010,0,8.4,NE,33.8
4-Aug-18,55,0.39,22,40,2,29.2,32.1,26.6,47.8,64,36,1011.2,1012.3,1010.2,0,9.1,NNE,41.8
5-Aug-18,68,0.28,17,37,2,29.2,32.3,26.3,42.4,53,32,1012.4,1013.7,1011,0,7.8,NE,38.6
6-Aug-18,59,0.46,26,54,2,29.5,33.3,24.7,39,52,28,1013.4,1014,1012.6,0,7.1,NE,38.6
7-Aug-18,43,0.58,44,62,2,29.4,33.7,23.6,43,55,33,1013.4,1014.1,1012.5,0,6.2,NNE,35.4
8-Aug-18,42,0.55,34,58,2,30,33.8,24.3,44.7,54,36,1013.8,1014.4,1013.2,0,8.2,NE,38.6
9-Aug-18,50,0.45,27,43,2,29.5,32.8,27.2,46.2,59,33,1014.8,1015.6,1013.4,0,10.3,NNE,38.6
10-Aug-18,51,0.4,25,36,2,28.6,31.7,25.7,48.1,59,40,1016.1,1017,1014.9,0,12.5,NNE,45.1
11-Aug-18,51,0.35,23,33,2,27.6,30.6,25.3,49.1,60,38,1015.7,1016.5,1014.4,0,11.5,NE,46.7
12-Aug-18,55,0.27,18,30,2,27.3,31.2,24.3,46.4,60,31,1015.4,1016.1,1014.5,0,8.8,NE,37
13-Aug-18,48,0.44,23,42,2,27.7,33,23.2,45.3,60,34,1013.2,1014.8,1011.8,0,6,NE,37
14-Aug-18,54,0.35,24,44,2,28.3,33.9,22.1,43.7,60,33,1011.3,1012.6,1009.6,0,2.9,NNE,29
15-Aug-18,55,0.27,18,37,2,28.6,34.4,23,45.9,61,34,1010.7,1011.8,1009.7,0,2.8,NE,20.9
16-Aug-18,58,0.33,23,45,3,28.6,33.1,23.5,47.3,58,38,1010.8,1011.4,1009.7,0,3.3,NNE,27.4
17-Aug-18,59,0.26,15,42,7,28.5,32.7,24.1,53.5,68,40,1011,1011.8,1010,0,2.6,SSW,19.3
18-Aug-18,44,0.4,28,50,3,29.8,33.8,24.3,44.3,65,36,1011.4,1012.1,1010.5,0,5.7,NNE,33.8
19-Aug-18,57,0.28,19,42,2,30.2,33.1,26.2,43.1,54,37,1010.5,1011.2,1009.8,0,10.1,NNE,46.7
20-Aug-18,70,0.33,18,33,2,28.9,32.5,26.8,43.9,51,33,1010.6,1012,1009.6,0,10.2,NE,43.5
21-Aug-18,58,0.32,18,37,2,28.2,33,24.8,42.6,63,31,1012.6,1014.2,1010.9,0,5.1,NE,32.2
22-Aug-18,54,0.36,24,43,2,28.5,34.2,23.1,44.2,57,26,1013.4,1014.2,1012.6,0,3.8,NE,29
23-Aug-18,64,0.35,18,43,2,29,34.1,23.5,42.3,57,30,1011.5,1012.6,1010.4,0,3.3,NE,24.1
24-Aug-18,68,0.32,16,43,2,28.6,33.5,25,52.1,67,34,1010,1011.1,1008.5,0,3.1,W,25.7
25-Aug-18,55,0.32,18,40,4,27.5,30.5,24.2,61.4,73,52,1009.6,1010.9,1008.5,0,3.6,SSW,24.1
26-Aug-18,47,0.37,18,40,3,28.2,32.1,24.7,60.9,71,48,1007.5,1008.9,1005.9,0,3.3,SSW,22.5
27-Aug-18,54,0.31,16,38,3,27.8,32.1,22.8,60.1,80,42,1006.2,1008.7,1005.2,1.6,5.1,NNE,33.8
28-Aug-18,41,0.42,28,45,2,24.5,29.2,21.4,69.7,84,55,1009,1011.3,1006.7,4.8,3.5,NE,22.5
29-Aug-18,40,0.52,30,48,2,28,31.6,24.1,50,71,37,1012.1,1013.5,1009.9,0,7.6,NNE,40.2
30-Aug-18,33,0.73,51,63,3,28.6,33.3,23.3,44.2,60,29,1014,1014.6,1013,0,6.4,NE,35.4
31-Aug-18,29,0.74,52,66,3,28.8,33.8,22.7,44.8,61,34,1013.9,1014.5,1013,0,5.2,NE,43.5
1-Sep-18,39,0.65,58,62,3,29.4,35.9,23.3,39.8,57,27,1014,1014.8,1013.3,0,4.1,NE,27.4
2-Sep-18,39,0.57,46,63,9,30.3,35.3,24.1,35.5,48,28,1013.7,1014.5,1012.4,0,4.8,NE,32.2
3-Sep-18,36,0.64,51,69,4,30.2,36.3,24.1,42.8,66,27,1010.9,1012.6,1009.5,0,3.2,E,20.9
4-Sep-18,55,0.37,18,45,4,29.2,34.3,25.5,50.4,69,30,1009.1,1010,1007.8,0,3.2,SSW,25.7
5-Sep-18,52,0.36,19,47,7,28.9,33.7,24.6,47.5,63,32,1008.7,1009.8,1007.1,0,3.6,W,30.6
6-Sep-18,61,0.37,17,42,4,27.5,31.4,25.3,55,69,40,1010.1,1011.4,1009.1,0,4.5,SSW,24.1
7-Sep-18,62,0.35,17,42,3,27.3,31.9,23.7,61.5,72,44,1011.2,1012.5,1010.1,0,3.6,SSW,27.4
8-Sep-18,42,0.43,27,52,4,25.6,31.8,22.5,66.5,79,45,1013.3,1015.2,1011.3,0.8,3.5,NNE,38.6
9-Sep-18,42,0.58,33,49,2,26.5,31.5,21.3,55.7,80,38,1015.9,1017.1,1015,0,2.6,NE,19.3
10-Sep-18,39,0.65,47,61,3,26.7,31.6,21.7,48.4,63,37,1017.5,1019.1,1016.2,0,3.8,NE,25.7
11-Sep-18,41,0.68,50,60,4,26.1,30.8,21.4,48.2,62,35,1018.9,1019.9,1017.6,0,3.6,NNE,33.8
12-Sep-18,45,0.6,36,53,3,25.1,28.8,21.6,51.2,59,41,1017.8,1019.4,1015.4,0,8.6,NE,40.2
13-Sep-18,53,0.5,21,41,2,24.7,29.3,21.9,56,65,42,1014.1,1015.3,1012.7,0,4,NE,33.8
14-Sep-18,42,0.62,35,59,3,24.7,28.9,21.2,60.5,75,46,1015.9,1017.1,1014.7,0,3,NE,20.9
15-Sep-18,42,0.69,51,57,3,25,30.2,20.9,63.5,78,40,1017.3,1018.4,1016.2,0,2.2,SSW,16.1
16-Sep-18,36,0.82,61,57,3,26.6,32.4,20.2,52.5,77,36,1018.6,1019.6,1017.6,0,3.5,NE,27.4
17-Sep-18,44,0.6,33,57,3,26.3,30.1,22.8,51.7,62,38,1019.4,1020.3,1018.6,0,9.6,NE,43.5
18-Sep-18,46,0.55,29,42,2,25,28.4,22.4,50.1,60,43,1019.2,1020.1,1018.5,0,9.9,NE,37
19-Sep-18,42,0.57,29,46,2,24.4,28.4,21.6,52.3,65,39,1018.6,1019.6,1017.2,0,6.2,NE,38.6
20-Sep-18,44,0.49,27,46,2,24.6,29.3,21.2,51,67,38,1017,1018.3,1015.7,0,5,NE,27.4
21-Sep-18,34,0.53,40,54,3,24.7,30,19.9,51.2,68,37,1016.4,1017.2,1015.3,0,3.4,NE,25.7
22-Sep-18,39,0.71,63,58,4,24.6,30.2,18.9,58.1,75,43,1017,1018,1016,0,2.5,N,17.7
23-Sep-18,43,0.71,51,60,4,25.4,31.8,19.5,55.5,80,32,1018.2,1019.4,1017.2,0,2.8,NE,25.7
24-Sep-18,35,0.81,74,64,6,24.6,30.4,19.1,61,79,41,1014.3,1017.2,1012.2,0,2.6,SSW,22.5
25-Sep-18,27,0.61,47,42,3,20.8,24.3,18.4,62.4,79,50,1019.6,1024.5,1013.2,0,13.4,NE,53.1
26-Sep-18,56,0.39,23,27,2,18.1,20.2,16.6,49.4,58,44,1024,1025.3,1022.3,0,20.8,NE,69.2
27-Sep-18,52,0.34,23,26,2,17.4,18.3,16.1,65.6,71,58,1020.2,1022.3,1017.7,0,20,NE,61.2
28-Sep-18,41,0.41,29,31,2,18.2,19.4,16.4,75.7,85,70,1015.3,1017.7,1012.9,9.6,13.3,NE,57.9
29-Sep-18,39,0.34,25,35,2,19.3,21.4,17.9,84.2,92,73,1008.6,1013.1,1005.2,27.8,8.7,NE,38.6
30-Sep-18,43,0.19,13,25,2,16.9,18.8,16.1,86.9,92,82,1010.5,1013.2,1005.2,5.8,5.1,W,27.4
1-Oct-18,31,0.44,32,38,4,19.5,23.2,16.2,77.2,88,62,1013,1014.3,1012.1,0.2,2.9,SSW,24.1
2-Oct-18,27,0.93,85,54,4,20.6,25.6,15,69.5,92,45,1016.5,1018.1,1014.1,0,2.3,E,19.3
3-Oct-18,21,0.99,87,47,3,21.5,25.8,17.6,77.5,90,54,1019.1,1020.6,1017.2,0,1.6,SSW,19.3
4-Oct-18,18,0.97,84,47,3,22.2,26.8,18.8,73.2,86,62,1023.2,1026.4,1020.2,0,5,NE,30.6
5-Oct-18,42,0.64,34,47,3,20.7,23.1,18.1,52.2,71,41,1026.2,1027.7,1025.1,0,10.1,NE,37
6-Oct-18,41,0.5,27,47,2,20.1,25,16.3,57.2,71,43,1022.3,1025.2,1019.2,0,2.6,NE,17.7
7-Oct-18,38,0.44,26,44,2,19.9,25.6,14.5,65,80,46,1017.1,1019.1,1015.3,0,1.8,SSW,17.7
8-Oct-18,29,0.74,65,47,3,20.7,24.9,16.4,65.3,83,44,1016.9,1018.5,1015.7,0,3.2,NNE,16.1
9-Oct-18,27,0.66,71,54,4,19.9,23.8,16.1,60.8,76,47,1019,1020.6,1017.9,0,5.8,NE,32.2
10-Oct-18,38,0.63,34,51,2,20.2,23.9,16.3,55.6,73,36,1020.2,1021.5,1019.2,0,6.5,NE,35.4
11-Oct-18,38,0.72,35,51,2,20.2,23.4,16.6,57.9,73,44,1021,1022,1019.9,0,5.2,NE,38.6
12-Oct-18,30,0.58,31,45,2,19,21.7,17.2,69.6,75,55,1021.1,1021.9,1020.2,0,5.4,NE,32.2
13-Oct-18,36,0.58,34,41,2,19.6,21.7,18.6,69.7,76,63,1021.4,1022.5,1020.2,0,9.9,NE,35.4
14-Oct-18,32,0.45,27,36,2,19.3,21.4,17.6,68.4,74,64,1021.1,1022.1,1020.1,0,5.9,NE,30.6
15-Oct-18,25,0.5,28,40,2,18.7,21.8,16.8,72.4,80,61,1020.5,1021.3,1019.4,0,3.2,NNE,25.7
16-Oct-18,23,0.68,46,52,2,19.6,25,15.6,65.7,86,50,1020.6,1021.8,1019.8,0,2.2,NE,20.9
17-Oct-18,26,0.49,45,54,3,19.7,24.6,15.2,63.8,78,49,1017.8,1019.7,1016.3,0,3.5,NE,41.8
18-Oct-18,20,0.41,80,65,3,19.5,23.4,15.6,72.2,82,59,1016.5,1017.5,1015.1,0,2.4,NNE,19.3
19-Oct-18,23,0.53,61,52,3,19.8,24.2,16.2,74,83,56,1016.9,1017.7,1015.8,0,2.2,N,20.9
20-Oct-18,26,0.67,81,51,3,20.4,24.7,16.2,70.7,84,53,1017.7,1018.7,1016.4,0,2.7,NNE,20.9
21-Oct-18,38,0.16,24,42,2,19.5,23.3,17.4,66.5,81,52,1017.6,1018.5,1016,0,5.7,NE,30.6
22-Oct-18,46,0.23,26,40,2,18.7,21.4,17.3,68.1,76,59,1017.2,1018.7,1015.7,0,9.5,NE,35.4
23-Oct-18,34,0.28,27,40,2,18.4,19.9,17.4,77.3,84,68,1014.3,1015.9,1011.9,0.2,8.2,NE,29
24-Oct-18,33,0.28,35,49,3,19,22.7,15.7,71.7,82,58,1007.4,1011.7,1004.6,0,2.7,NNE,19.3
25-Oct-18,26,0.43,54,47,2,15.2,17.4,11.8,49,84,37,1014.5,1019.3,1006.2,0,8.5,NNE,51.5
26-Oct-18,23,0.6,96,62,7,16.1,21.4,9.4,58.3,76,42,1020.1,1021.1,1018.9,0,1.8,SSW,16.1
27-Oct-18,21,1.22,139,55,5,18.9,24.2,13.4,73.1,83,50,1021,1021.8,1020.3,0,2.4,SSW,19.3
28-Oct-18,39,0.24,29,35,2,20.4,23.1,18.4,77.6,87,67,1022.5,1023.7,1021,0,5.9,S,30.6
29-Oct-18,29,0.26,45,43,2,19.5,22.8,16.1,76.9,87,63,1021.9,1023.1,1021.2,0,3,SSW,20.9
30-Oct-18,20,0.3,46,46,2,19.9,22.2,17.1,82,88,72,1021.9,1023,1020.9,0,2.2,SSW,19.3
31-Oct-18,15,0.36,47,49,3,21.3,26,18.6,81.7,90,62,1024.4,1025.8,1022.3,0,1.7,SSW,12.9
1-Nov-18,10,0.78,99,56,4,21.6,26.3,17.1,74.1,91,53,1024.8,1026.1,1023.8,0.2,2.2,NNE,19.3
2-Nov-18,9,0.63,112,61,5,21.3,28.1,16.4,57.9,80,33,1022.2,1023.9,1020.5,0,2.6,NE,22.5
3-Nov-18,15,0.5,80,51,3,19.3,24.6,14.8,60.7,75,48,1021.3,1022.2,1020.2,0,3.7,NNE,24.1
4-Nov-18,25,0.15,35,44,2,17.7,21.4,14.2,62.3,74,48,1021.3,1022.3,1020.3,0,4.5,NE,37
5-Nov-18,13,0.49,65,58,3,17.1,21.5,12.5,68.5,84,54,1019.9,1021,1018.8,0,2.2,ESE,22.5
6-Nov-18,17,0.36,46,52,2,17,21.2,13.1,66.3,82,51,1019.7,1020.8,1018.5,0,3,NE,25.7
7-Nov-18,14,0.37,56,44,2,17.1,20.9,13.3,70.2,84,59,1020.7,1021.6,1019.7,0,5.5,NE,27.4
8-Nov-18,16,0.3,42,43,2,16,20.4,14.2,72.6,83,57,1019.9,1021.3,1018.9,10.2,3.6,NNE,27.4
9-Nov-18,15,0.36,44,46,2,16.2,19.7,13.6,69.2,80,61,1019.5,1020.4,1018.4,0,5.2,NE,32.2
10-Nov-18,16,0.32,49,48,2,15.8,19.6,12.2,67.6,83,52,1019.5,1020.6,1018.3,0,4.6,NE,19.3
11-Nov-18,19,0.33,52,43,2,15.8,20,11.8,68.5,80,56,1022.8,1025.6,1020.5,0,4.2,NNE,20.9
12-Nov-18,12,0.42,65,55,2,15.5,19.9,11.2,69.2,84,53,1026.7,1027.9,1025.3,0,3.2,NNE,29
13-Nov-18,24,0.2,43,47,2,15.8,18,12.7,61.1,77,48,1026.4,1028,1024.8,0,11.4,NNE,48.3
14-Nov-18,29,0.3,36,37,2,15,17.9,13.2,65.4,73,54,1023,1025.1,1021.4,0,7.1,NE,35.4
15-Nov-18,29,0.26,37,37,2,14.5,17.6,12.1,64.2,73,48,1021.3,1022.7,1020,0,8,NE,37
16-Nov-18,22,0.28,38,39,2,12.6,13.6,11.9,63,71,56,1023.1,1024.2,1021.6,0.4,8.8,NE,33.8
17-Nov-18,22,0.16,30,29,2,12.2,13.4,10.3,77.6,86,70,1021,1021.7,1020.3,7.6,9.4,NE,32.2
18-Nov-18,13,0.44,63,33,2,13.5,16.7,11.4,86.7,91,77,1014.1,1020.4,1009.4,19.8,5,NE,30.6
19-Nov-18,16,0.65,105,35,4,17,21.1,13.7,80.5,91,58,1013.3,1018.2,1008.5,0.8,1.9,NNE,17.7
20-Nov-18,8,1.1,140,39,4,16.9,20,13.1,85.9,93,77,1017.2,1019.2,1013,0.4,1.8,NE,16.1
21-Nov-18,17,0.56,61,49,3,17.8,22.1,13.8,75.4,91,57,1012.7,1014.3,1011.4,4.6,2.8,W,27.4
22-Nov-18,11,0.54,72,43,3,15.8,19.3,13.1,71.4,83,58,1017,1020.7,1013.7,0,5.2,NE,29
23-Nov-18,21,0.33,41,34,2,13.8,16.6,12.1,71.8,77,64,1023.5,1025.8,1020.7,0,9.7,NE,33.8
24-Nov-18,19,0.35,49,41,2,12.9,16.5,10.7,68,78,53,1024.5,1025.8,1022.9,0,5,NNE,25.7
25-Nov-18,20,0.61,79,35,3,14.9,17.7,10,79.4,89,69,1018.7,1023,1012,3,3.9,S,29
26-Nov-18,39,0.14,24,27,2,18.5,20.1,16.3,77.5,90,62,1009.8,1011.9,1008.2,4.4,6.1,SSW,33.8
27-Nov-18,37,0.1,22,30,2,18.5,19.8,16.3,79.6,86,64,1007.2,1009.9,1005.3,0,6.4,SSW,38.6
28-Nov-18,24,0.24,38,42,4,16.5,19.8,12.4,66.4,82,49,1007.9,1012.9,1005.7,0,4.6,NE,43.5
29-Nov-18,27,0.14,29,23,2,10.1,12.5,8.4,72.5,82,67,1018.3,1020.8,1012.9,0,20.4,NE,59.5
30-Nov-18,21,0.3,40,39,2,8.8,10.6,6.9,74.1,78,67,1020.7,1022.4,1019.2,0.2,10.2,NNE,46.7
1-Dec-18,11,0.48,63,51,3,9.7,12.9,5.1,70.2,87,54,1022.1,1023.2,1021.4,0,3.2,NE,17.7
2-Dec-18,19,0.28,32,41,2,11.1,12.4,9.5,69.8,76,64,1021,1022.1,1019.8,0,4.4,NE,22.5
3-Dec-18,10,0.73,97,58,4,11.1,15.7,6.6,68.3,82,53,1017.5,1020,1014.8,0,1.9,NE,16.1
4-Dec-18,8,0.7,90,58,7,11.3,16.2,6.7,72,87,49,1013,1014.8,1011,0,1.5,NNE,11.3
5-Dec-18,12,0.42,53,54,4,12.7,16.4,8.4,67.2,83,56,1015.9,1018.6,1012.7,0,3.8,NE,32.2
6-Dec-18,25,0.22,28,34,2,9.6,12.3,8.1,71.5,84,54,1021.3,1023.2,1018.3,0.8,9.7,NE,40.2
7-Dec-18,24,0.8,55,45,4,9.3,12.9,6.7,66.3,77,50,1022.8,1024.9,1019.9,0,6.5,NE,29
8-Dec-18,12,1.32,135,62,7,10.9,15.5,4.4,72.5,85,58,1016.8,1020.2,1013.6,0,2.3,NE,19.3
9-Dec-18,27,0.9,78,43,4,14.6,18.8,11,68.2,86,48,1011.2,1013.6,1010.1,0,5.4,W,32.2
10-Dec-18,25,0.47,48,46,3,12.9,15.8,10.7,64.8,84,47,1007,1011.2,1003,3,3.3,W,25.7
11-Dec-18,14,0.57,41,50,3,9.5,12.3,6.7,70.3,86,48,1013.8,1016.9,1010.9,5.8,2.2,NNE,12.9
12-Dec-18,13,0.97,92,57,8,8.6,12.8,5.3,64.1,82,42,1020.3,1022.5,1017,0,1.9,N,19.3
13-Dec-18,4,1.17,110,60,5,8.7,9.6,6.8,82.9,87,75,1019.6,1022.2,1017.6,12,4,NNE,22.5
14-Dec-18,4,1.74,153,62,6,13.6,16.4,9.6,84.9,91,76,1018.5,1019.7,1017.7,1,1.8,NNE,19.3
15-Dec-18,21,0.53,39,46,2,16.7,19.3,12.4,73.6,88,61,1015.4,1017.9,1011.9,9.2,4.3,S,30.6
16-Dec-18,21,0.6,42,53,2,13.7,17.6,11.6,78,89,62,1012.2,1014.5,1010.8,5,2.2,NNE,12.9
17-Dec-18,9,1.01,99,54,6,11.7,15.8,9.2,71.9,88,45,1015.5,1017,1013.6,6.6,1.6,NNE,22.5
18-Dec-18,16,0.52,37,39,2,10.4,11.7,8.7,78.3,90,72,1014.4,1018.5,1010.8,10.2,6.9,NNE,45.1
19-Dec-18,14,0.56,34,34,3,9.1,10.7,8.3,72.4,78,65,1022.8,1026.5,1018,0.2,6.2,NNE,32.2
20-Dec-18,12,0.82,57,41,4,9.8,12.5,7.8,73.5,82,63,1027.6,1028.8,1026.4,0,2.6,NE,16.1
21-Dec-18,6,1.42,134,54,9,10.7,14.6,6.9,77.3,87,64,1028.3,1029.9,1026.9,0,1.5,NNE,12.9
22-Dec-18,21,1.34,140,45,6,12.8,17.2,7.5,73.3,89,57,1023.9,1026.8,1021.4,0.2,3.6,WSW,27.4
23-Dec-18,11,1.42,131,58,7,13.1,19.2,8.6,68.4,85,43,1023,1025.1,1021.2,0,1.8,E,12.9
24-Dec-18,9,1.49,145,52,8,13,17.5,8,77.4,90,58,1018.6,1024.8,1013.6,0,2.2,SSW,16.1
25-Dec-18,16,0.4,32,35,3,9.6,14.8,6.6,77,84,68,1017.4,1022.7,1012.7,12,5.2,NE,30.6
26-Dec-18,29,0.36,21,29,2,6.3,8.3,3.7,64.6,77,55,1024.6,1026.4,1022.5,0,7,NE,41.8
27-Dec-18,11,0.73,59,55,5,7.7,10.6,3.9,61.8,76,52,1024.9,1026.3,1023.3,0,2.6,NNE,24.1
28-Dec-18,11,1.07,95,59,7,8.8,12.3,6.3,70.2,81,55,1023.6,1026.1,1020.9,0,1.2,SW,11.3
29-Dec-18,8,1.64,166,62,7,10.7,15.6,5.1,63.7,85,47,1021.4,1023.5,1019.8,0,2.2,NE,19.3
30-Dec-18,13,0.62,41,48,4,10.7,11.9,9.9,64.4,74,54,1022.4,1023.8,1021.5,0,3,NNE,17.7
31-Dec-18,18,0.58,37,41,3,9.5,10.8,8.3,75.2,86,67,1017.7,1021.9,1012.7,12,10.5,NE,38.6
1-Jan-19,38,0.25,23,27,2,8.6,9.4,7.8,77,84,71,1015.2,1017,1012.1,5,15.9,NE,51.5
2-Jan-19,14,0.83,80,51,5,7.6,9.4,5.2,73.1,82,65,1012.8,1015.5,1010.8,0,2.1,NNE,17.7
3-Jan-19,20,0.53,45,39,3,6.4,8.4,4.4,77.4,87,72,1008.2,1014.8,1003.4,11.6,6.4,NE,33.8
4-Jan-19,9,0.68,68,49,4,6,9.3,3.4,78.1,92,61,1016.9,1019.1,1014.7,9.2,3.4,NNE,22.5
5-Jan-19,18,0.41,31,45,3,4,7.6,1.8,69.5,86,54,1014.8,1016.5,1013.2,0,3.2,NNE,20.9
6-Jan-19,27,0.34,25,43,3,5.5,9.2,1.3,52.1,66,33,1013.4,1015.6,1011.8,0,3.5,W,30.6
7-Jan-19,30,0.41,27,39,3,4.8,7.7,1.9,61.9,79,49,1018.1,1021.3,1015.6,0,6.4,NE,32.2
8-Jan-19,26,0.72,63,41,5,2.7,6.2,-0.1,67.8,86,48,1020.7,1023,1018.1,0.4,3,NNE,24.1
9-Jan-19,23,1.12,123,47,6,8.3,13.7,0.8,78.3,88,65,1011.4,1018.2,1006.2,1.2,5.9,SSW,43.5
10-Jan-19,51,0.19,13,25,2,14,16.1,11.1,70.6,88,58,1008.6,1012.9,1006.1,0.2,8.3,SSW,37
11-Jan-19,22,0.64,54,58,4,11.9,14.1,9.9,74.5,90,61,1013.7,1015.5,1012,16.8,2.4,ESE,22.5
12-Jan-19,21,0.43,33,45,2,7.9,10,6.6,80.5,91,74,1009.9,1012,1008.3,13.8,7.2,NE,33.8
13-Jan-19,19,0.55,38,48,5,8.6,11.7,4.1,68.6,83,53,1009.8,1012.1,1006.9,0,2.1,W,14.5
14-Jan-19,11,0.79,73,55,6,9.9,12.7,7.1,74.1,87,59,1003.5,1006.9,1000.1,1.2,2.3,ENE,30.6
15-Jan-19,36,0.41,23,35,2,7.3,9.8,3.7,58.6,81,39,1005.7,1015.4,999.2,1.4,9.7,NNE,48.3
16-Jan-19,35,0.51,40,41,4,7.1,11.8,3,49.6,76,34,1019.9,1022,1015.5,0,4.8,NE,40.2
17-Jan-19,13,1.27,146,67,9,8.7,14.1,3.1,70.8,84,49,1021.2,1022.8,1020.2,0,1.8,ENE,16.1
18-Jan-19,13,1.29,147,68,9,10.3,15.1,6.1,73.4,87,53,1019.5,1020.6,1018.5,0,2.3,SSW,20.9
19-Jan-19,7,1.56,178,70,8,10.9,14.2,6.4,78.7,88,65,1019,1020.4,1018.1,0,1.4,SSE,14.5
20-Jan-19,24,0.5,36,43,2,12,15.8,9.1,79.4,89,64,1016.8,1018.6,1015.1,3,2.7,SSW,25.7
21-Jan-19,11,1,98,52,6,11.7,15.7,7.4,77.8,91,62,1016.4,1018.1,1014.9,0.2,1.8,N,16.1
22-Jan-19,27,0.71,79,42,4,13,15.6,8.9,81.9,90,73,1013.9,1017.7,1009.5,0,5.3,SSW,32.2
23-Jan-19,36,0.35,34,36,2,13.7,16.1,10.9,80,90,67,1004.4,1010.1,997.9,8.8,7.1,S,40.2
24-Jan-19,37,0.33,35,41,4,12.5,15.4,9.4,75,88,52,998.4,1001.1,996.1,5.8,4.7,S,56.3
25-Jan-19,50,0.2,20,30,2,12.3,15.3,10.5,79.8,92,64,996.1,1000.5,992.8,34.2,10.8,S,46.7
26-Jan-19,39,0.36,25,40,4,11.9,14.1,9,74.4,85,62,998.9,1004.7,992.8,0.2,3.5,W,38.6
27-Jan-19,18,0.81,68,51,8,11.1,15.3,7.2,70.6,84,50,1008.6,1011.2,1004.9,0,2.2,SSW,19.3
28-Jan-19,26,1.06,116,43,6,12.2,15.2,7.2,77.6,90,59,1008.9,1010.5,1007.5,0,5.3,SSW,32.2
29-Jan-19,57,0.26,15,26,2,14.9,16.8,12.3,70.4,82,53,1005.6,1008.1,1002.4,0.4,9.7,S,38.6
30-Jan-19,33,0.39,37,46,4,12.9,15.8,10.4,72.1,87,59,1002.6,1006.3,1000.2,4,3.9,SW,38.6
31-Jan-19,34,0.38,56,43,5,11.1,14.7,8.4,71.9,88,51,1008.6,1015.9,1004.5,3.4,4.9,W,38.6
1-Feb-19,28,0.82,101,59,8,12.7,16.6,9.3,67.9,81,53,1018.4,1019.8,1016,0,2.4,SW,17.7
2-Feb-19,21,1.33,151,53,6,12.7,16.4,8.2,80.4,87,65,1018.9,1020,1018.2,0,3.5,SSW,25.7
3-Feb-19,15,0.86,84,55,3,14.9,18.7,11.1,78.6,91,65,1018.3,1019.3,1017.1,0,3.7,E,29
4-Feb-19,18,0.73,62,48,3,15.1,17.4,13.1,76.3,87,62,1018.4,1019.5,1016.8,0,3.9,NE,22.5
5-Feb-19,33,0.45,29,44,4,15.4,19.1,11.9,68.5,88,51,1012.8,1017.9,1004.3,19.8,12.6,NE,48.3
6-Feb-19,30,0.39,32,48,2,10.8,13.8,9.1,82.3,89,70,1011.7,1014.6,1005.3,25,6.9,NE,32.2
7-Feb-19,28,0.41,31,31,2,9.7,10.9,8.2,77.1,86,71,1016.6,1018.8,1014.2,0.2,13.6,NE,46.7
8-Feb-19,26,0.45,28,41,2,8.9,12,6.9,69.7,78,58,1019.2,1020.9,1017.5,0,3.4,NNE,29
9-Feb-19,12,0.75,72,52,4,8.2,11.1,4.7,74.5,85,65,1021.7,1023.1,1020.2,0,3.3,NE,20.9
10-Feb-19,16,1.07,113,49,6,9.7,13.8,4.8,76.9,88,61,1022.4,1024.3,1019.9,0,2,S,17.7
11-Feb-19,46,0.27,16,37,3,13.5,16,9.9,68.1,80,56,1015.7,1020,1010.7,0,5.7,SSW,37
12-Feb-19,41,0.34,21,38,3,12.8,15.7,9,65.1,82,51,1013.4,1017,1009.9,0,4.9,NE,37
13-Feb-19,30,0.34,27,32,2,7,9,6.1,71,78,62,1018.3,1020.8,1016.6,1.2,11.9,NE,45.1
14-Feb-19,38,0.38,29,36,2,8.6,10.8,6.3,57.8,76,42,1021.2,1022.1,1019.8,0,15.4,NNE,59.5
15-Feb-19,30,0.36,32,43,2,6.5,8.7,5.4,75.5,82,62,1021.9,1023.4,1020.6,6.4,9.5,NNE,40.2
16-Feb-19,32,0.38,36,44,2,7.3,8.6,6,71.5,78,66,1025.6,1027.2,1023,0.2,10.9,NE,46.7
17-Feb-19,26,0.46,37,50,2,8.6,12,4.7,64.5,81,50,1026.1,1027.5,1025,0,4.3,NE,29
18-Feb-19,13,1.24,147,76,7,9.7,15.9,3.8,69.4,84,44,1024.4,1025.6,1023.1,0,2,ESE,17.7
19-Feb-19,12,1.31,162,72,8,10.6,16.3,4.9,71.5,88,44,1022.6,1024,1021.3,0,1.7,SSW,16.1
20-Feb-19,16,1.19,145,68,6,11.1,16.8,5.9,76.8,89,58,1020.9,1021.8,1019.7,0.2,1.7,S,14.5
